时间,平台,子品类,tb_item_id,alias_all_bid,品牌名,系列,名称,链接,图片,销量,销售额,片单价,价位段
2023Q4,jd,纸尿裤,5616896,206947,妈咪宝贝,云柔干爽,妈咪宝贝MamyPoko纸尿裤M168片【6-11kg】云柔干爽尿不湿箱装,https://item.jd.com/5616896.html,http://img11.360buyimg.com/n1/jfs/t1/239014/12/1450/143349/658da454F53b21cdd/f9402923fcb190c6.jpg,2288,306164.94,0.81,1元以下
2023Q4,tmall,拉拉裤,593477610701,3607882,人气宝贝,婴儿游泳,婴儿游泳纸尿裤男女宝宝游泳裤拉拉裤一次性游泳裤防水尿不湿专用,https://detail.tmall.com/item.htm?id=593477610701,//img.alicdn.com/imgextra/i2/3064507646/O1CN01SdTRm326Lv9CFrBsL_!!3064507646.png,21085,305528.10,未定义,
2023Q4,jd,纸尿裤,1592208,280006,安儿乐,小轻芯,安儿乐ANERLE小轻芯纸尿裤L66片(9-14kg)超薄透气（新老包装随机发货）,https://item.jd.com/1592208.html,http://img11.360buyimg.com/n1/jfs/t1/245501/11/1198/148938/658e8d55F0600416f/7696191044966023.jpg,3443,305491.27,1.21,1-2元
2023Q4,dy,拉拉裤,'3628523986159328525,274044,帮宝适,安睡,【新品直降】帮宝适夜用安睡拉拉裤纸尿裤尿不湿能吸防漏透气干爽,https://haohuo.jinritemai.com/views/product/detail?id=3628523986159328525,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/NkzWzZD_m_779d59593b41270e859d66b15549e389_sx_385035_www1080-1080,3237,305448.00,4.02,3.5元+
2023Q4,tmall,拉拉裤,580686858595,13067,BBC,皇室,babycare皇室狮子王国拉拉裤超薄透气男女宝宝尿不湿尿片L-3XL码,https://detail.tmall.com/item.htm?id=580686858595,//img.alicdn.com/imgextra/i4/2275046294/O1CN01OZaGOT1wMhkZqyNz3_!!2275046294.png,2083,305185.92,2.45,2-2.5元
2023Q4,dy,纸尿裤,'3636542845046919478,4689874,新个性,灵动乐透,新个性海藻盐婴儿纸尿裤一体裤尿不湿拉拉裤学步裤透气灵动乐透,https://haohuo.jinritemai.com/views/product/detail?id=3636542845046919478,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/tbvHoMgl_m_a49c23508bdf74d6bee876b53604a569_sx_2039614_www5120-5120,6131,304986.00,0.70,1-2元
2023Q4,dy,纸尿裤,'3592533133339285127,274044,帮宝适,袋鼠裤,【拍1到手22包】帮宝适NB-XXXL袋鼠裤纸尿裤拉拉裤安睡柔软防漏,https://haohuo.jinritemai.com/views/product/detail?id=3592533133339285127,https://lf6-cm.ecombdstatic.com/obj/ecom-shop-material/NkzWzZD_m_88668e7e8cb1efa21796a87c25bdedbe_sx_630031_www1600-1600,161,304764.00,2.60,2.5-3.5元
2023Q4,dy,拉拉裤,'3555799419771329885,13067,BBC,花苞裤,【婴童】babycare花苞裤山茶轻柔纸尿裤拉拉裤尿不湿透气干爽超薄,https://haohuo.jinritemai.com/views/product/detail?id=3555799419771329885,https://lf3-cm.ecombdstatic.com/obj/ecom-shop-material/pxXpFri_m_92c05a51aba2c6649ffed44ee154e2c3_sx_981255_www1170-1170,1795,304395.00,3.92,3.5元+
2023Q4,tmall,拉拉裤,711159750751,280406,moony,睡睡裤,尤妮佳moony睡睡裤 裤型婴儿纸尿裤XL-XXL号22片 13-25kg男女婴用,https://detail.tmall.com/item.htm?id=711159750751,//img.alicdn.com/imgextra/i4/2682696826/O1CN01Bb94mP20IMRZFqIFw_!!2682696826.jpg,3379,304339.35,2.63,2.5-3.5元
2023Q4,jd,拉拉裤,1056906796,3780888,妙而舒,经典（瞬爽透气）,花王（Merries）花王（Merries）日本花王原装进口花王纸尿裤尿不湿拉拉裤 增量XL50片拉拉裤2包装,https://item.jd.com/1056906796.html,http://img11.360buyimg.com/n1/jfs/t1/228083/27/5233/135850/6565a5e1Fd085f8bb/706d40420b24d60a.jpg,1746,304297.60,1.80,1-2元
2023Q4,tmall,纸尿裤,673385585868,13067,BBC,花苞裤,【百亿补贴】babycare花苞纸尿裤mini装山茶轻柔尿裤超薄尿不湿片,https://detail.tmall.com/item.htm?id=673385585868,//img.alicdn.com/imgextra/i2/2207803071128/O1CN01RFEVh21KCfeMmlG01_!!2207803071128.png,3774,304274.00,3.92,3.5元+
2023Q4,jd,纸尿裤,100055254155,6020410,bebebus,金标,bebebus金标茶树精华超薄透气纸尿裤S40片（4-8kg）尿不湿新生婴男女宝,https://item.jd.com/100055254155.html,http://img11.360buyimg.com/n1/jfs/t1/232330/5/10451/158276/65937f8dF190665b4/0cae54eab46c3199.jpg,3382,304054.80,3.75,3.5元+
2023Q4,dy,纸尿裤,'3654357551325304983,48751,Huggies/好奇,小桃裤/铂金装,【官旗超品日】好奇铂金装超薄透气小桃裤纸尿裤成长裤NB/S/M-XXXL,https://haohuo.jinritemai.com/views/product/detail?id=3654357551325304983,https://p6-item.ecombdimg.com/img/ecom-shop-material/pUMQIGaB_m_a73f127da30cf255652b186be8187798_sx_194222_www800-800~tplv-5mmsx3fupr-resize_q:1080:1080:q90.png,2582,303404.00,1.34,1-2元
2023Q4,dy,拉拉裤,'3580821066332949537,114153,BOBDOG/巴布豆,小波浪,【经典小波浪】巴布豆超柔拉拉裤超薄透气柔软防侧漏全包学步裤,https://haohuo.jinritemai.com/views/product/detail?id=3580821066332949537,https://lf26-cm.ecombdstatic.com/obj/ecom-shop-material/lMlXzYc_m_62b7b71feeb6735be22484ec4683ca88_sx_625454_www800-800,4397,303387.74,0.46,1元以下
2023Q4,jd,纸尿裤,100038736843,280406,moony,畅透系列,尤妮佳（MOONY）纸尿裤畅透全新升级新生儿尿不湿 NB76片0-5kg男女通用,https://item.jd.com/100038736843.html,http://img11.360buyimg.com/n1/jfs/t1/248432/6/1672/71167/6593d2feFd29fc0f2/a90963dfe4ac1640.jpg,5567,303317.44,1.46,1-2元
2023Q4,dy,拉拉裤,'3632434637852285744,13067,BBC,熊猫裤,【双11多包】Babycare熊猫呼呼HuHu纸尿裤/拉拉裤柔软透气新生儿,https://haohuo.jinritemai.com/views/product/detail?id=3632434637852285744,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/vLYRvVNI_m_2a2316405c925f727772cb84566e1759_sx_2115575_www1920-1920,3801,303204.00,2.93,2.5-3.5元
2023Q4,dy,拉拉裤,'3601274426940887741,280040,德佑,星梦,德佑婴儿纸尿裤试用装超薄透气新生儿尿不湿宝宝星梦拉拉裤【官旗】,https://haohuo.jinritemai.com/views/product/detail?id=3601274426940887741,https://lf3-cm.ecombdstatic.com/obj/ecom-shop-material/grzJNfXz_m_425efdf86c585777f3154c4f4f338ddb_sx_380328_www800-800,32982,302885.80,1.85,1-2元
2023Q4,dy,拉拉裤,'3586190529446171082,3290614,GIFT/亲抚,醒狮系列,自营10包 亲抚醒狮纸尿裤柔软超薄透气亲肤绵柔尿不湿拉拉裤婴儿,https://haohuo.jinritemai.com/views/product/detail?id=3586190529446171082,https://lf26-cm.ecombdstatic.com/obj/ecom-shop-material/epPCCJPA_m_a3458ca649ff74b6f493011d66818c27_sx_467291_www800-800,383,302570.00,1.99,1-2元
2023Q4,dy,纸尿裤,'3543692057287758668,347271,宜婴,超柔,【新粉专享】加量吸收纸尿裤拉拉裤超薄柔软干爽透气超柔亲肤学步裤,https://haohuo.jinritemai.com/views/product/detail?id=3543692057287758668,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/GJcUbUcR_m_e014bd61b187fefb8bacbc4f0d892e56_sx_270609_www800-800,5422,302547.60,0.88,1元以下
2023Q4,tmall,拉拉裤,667868035102,48751,Huggies/好奇,金装,官方好奇金装拉拉裤XL码40片尿不湿尿片超薄干爽透气裤型纸尿裤,https://detail.tmall.com/item.htm?id=667868035102,//img.alicdn.com/imgextra/i1/6000000000157/O1CN01GPmsKt1D1x4vOfcti_!!6000000000157-0-sm.jpg,5443,302197.03,1.20,1-2元
2023Q4,dy,纸尿裤,'3646708899610008643,13067,BBC,皇室,【以诺妈妈专属】babycare纸尿裤皇室新生儿皇冠纸尿裤尿不湿透气男女宝宝试用装,https://haohuo.jinritemai.com/views/product/detail?id=3646708899610008643,https://lf26-cm.ecombdstatic.com/obj/ecom-shop-material/FjbcymdZ_m_3c75e712c69b3450c0c02023c55b476b_sx_425879_www800-800,8774,302176.68,2.45,2-2.5元
2023Q4,tmall,拉拉裤,595615012928,3780888,妙而舒,经典（瞬爽透气）,【自营】花王妙而舒透气婴儿宝宝儿童拉拉裤学步裤尿裤XL44片进口,https://detail.tmall.com/item.htm?id=595615012928,//img.alicdn.com/imgextra/i3/2200657724932/O1CN016GaGjw1mIuIw7P3XD_!!2200657724932-0-tmg_sticker.jpg,3358,301773.52,1.80,1-2元
2023Q4,jd,纸尿裤,29661731294,48751,Huggies/好奇,小森林,好奇Huggies 心钻装纸尿裤 尿不湿透气柔软超薄瞬吸小森林 M50片【6-11kg】,https://item.jd.com/29661731294.html,http://img11.360buyimg.com/n1/jfs/t1/101911/19/44461/79176/6551c0c1Fbcd8f2e6/65bc2094b54b78cd.jpg,2887,301356.89,2.70,2.5-3.5元
2023Q4,jd,拉拉裤,100009796809,112475,十月结晶,小小冒险家,十月结晶小小冒险家拉拉裤超薄干爽大码尿不湿XXL28片(15kg以上),https://item.jd.com/100009796809.html,http://img11.360buyimg.com/n1/jfs/t1/206505/11/32709/129719/658e8d5aFd0550413/7f59973ae3378dc6.jpg,4964,301321.36,1.44,1-2元
2023Q4,dy,拉拉裤,'3655246899029611584,6759255,MEMEJUZI/么么橙,魔幻星空,【小壳妈咪专属5包】么么橙魔幻星空亲肤超薄瞬吸透气纸尿裤一体裤,https://haohuo.jinritemai.com/views/product/detail?id=3655246899029611584,https://p26-item.ecombdimg.com/img/ecom-shop-material/GttXfrBe_m_ff8037b8a85c1e8fc4c5864625a841e8_sx_2561851_www1600-1600~tplv-5mmsx3fupr-resize_q:1080:1080:q90.png,677,301265.00,1.32,1-2元
2023Q4,dy,纸尿裤,'3495484669602982662,2582875,Capable/卡比布,国潮玲珑装,卡比布玲珑装买1送1婴童纸尿裤轻薄透气拉拉裤男女宝宝专用尿不湿,https://haohuo.jinritemai.com/views/product/detail?id=3495484669602982662,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/JdEePTBr_m_7d7cbeefb48ca2e0de1ee08acef4aa8d_sx_474942_www800-800,3946,301047.30,1.60,1-2元
2023Q4,tmall,拉拉裤,653037272289,5841440,万宝熊,探索系列,万宝熊拉拉裤5XL宝宝儿童4xxxxl大码6XL大号大童夜用男宝女尿不湿,https://detail.tmall.com/item.htm?id=653037272289,//img.alicdn.com/imgextra/i2/2207667767222/O1CN01MnEz9q23Dj8CMwctJ_!!2207667767222.jpg,3979,300909.10,未定义,1元以下
2023Q4,jd,拉拉裤,10043781168757,48663,BEABA,盛夏光年,碧芭宝贝【专享】碧芭宝贝盛夏光年拉拉裤（新老款随机发） 训练裤XXXL【26片】18kg+,https://item.jd.com/10043781168757.html,http://img11.360buyimg.com/n1/jfs/t1/6149/7/35868/70801/653625c7Ff5cf298c/9d9e2f7c92e490f0.jpg,2345,300160.00,1.73,1-2元
2023Q4,dy,拉拉裤,'3620697447560536479,280409,露安适,纯净小熊,"【8包链接,赠品23选1】露安适纯净小奶熊系列纸尿裤拉拉裤Y-企鹅",https://haohuo.jinritemai.com/views/product/detail?id=3620697447560536479,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/AMusVySf_m_0e7b07fa815a20aa849cde2e5f8e8c5d_sx_3636075_www800-800,3544,299726.14,2.73,2.5-3.5元
2023Q4,jd,纸尿裤,100021826476,5159691,婴芽,爱芽系列,婴芽（YINGYA）爱芽纸尿裤XXL码2包76片【14-17kg】婴儿尿不湿超薄干爽透气,https://item.jd.com/100021826476.html,http://img11.360buyimg.com/n1/jfs/t1/244543/9/1711/103668/6592e3bfF13e47f72/9b92b111156fc7b4.jpg,4600,299190.30,0.84,1元以下
2023Q4,dy,拉拉裤,'3561550104081086197,3854981,YUBEST/优贝舒,天使,优贝舒天使婴儿纸尿裤超薄透气M/XL/XXL男女宝宝拉拉裤尿不湿夏季,https://haohuo.jinritemai.com/views/product/detail?id=3561550104081086197,https://lf3-cm.ecombdstatic.com/obj/ecom-shop-material/BsRdDkQo_m_4b23bd3d6ad4e21fea6567611640936e_sx_399743_www800-800,6013,299152.70,0.76,1元以下
2023Q4,dy,拉拉裤,'3655256262519731904,6759255,MEMEJUZI/么么橙,魔幻星空,【小壳妈咪专属10包】么么橙魔幻星空亲肤超薄瞬吸透气纸尿裤一体裤,https://haohuo.jinritemai.com/views/product/detail?id=3655256262519731904,https://p3-item.ecombdimg.com/img/ecom-shop-material/GttXfrBe_m_3f5079bfed8fafb46d0feba60b01fc11_sx_1407603_www1080-1080~tplv-5mmsx3fupr-resize_q:1080:1080:q90.png,336,299040.00,1.32,1-2元
2023Q4,dy,拉拉裤,'3585871787113755346,198935,bebetour,爱丽丝系列,【小壳推荐】bebetour比比兔爱丽丝纸尿裤拉拉裤超薄透气2包装,https://haohuo.jinritemai.com/views/product/detail?id=3585871787113755346,https://lf26-cm.ecombdstatic.com/obj/ecom-shop-material/AshtrYYD_m_9a83aa71926549e5f32092b3e74811fc_sx_203342_www800-800,2041,298809.00,2.40,2-2.5元
2023Q4,dy,纸尿裤,'3537847500016891627,198935,bebetour,爱丽丝系列,（买一送一）爱丽丝婴儿超薄纸尿裤柔软干爽拉拉裤尿不湿透气学步裤,https://haohuo.jinritemai.com/views/product/detail?id=3537847500016891627,https://lf3-cm.ecombdstatic.com/obj/ecom-shop-material/v1_DVPaPiMc_71228628188114618920764_dc3e2c90cec77162df33d5cf288c8402_sx_158161_www1163-1163,2223,298570.00,2.40,2-2.5元
2023Q4,jd,纸尿裤,100033040814,274044,帮宝适,袋鼠裤,帮宝适一级帮袋鼠裤纸尿裤XL26片(12-17kg)婴儿学步裤尿不湿 夜用,https://item.jd.com/100033040814.html,http://img11.360buyimg.com/n1/jfs/t1/246843/35/1079/191614/658d434fF2cc582dc/44edd6b626c31988.jpg,3113,298465.37,2.60,2.5-3.5元
2023Q4,jd,拉拉裤,100020919263,67252,大王,光羽,大王（GOO.N）光羽系列短裤式 拉拉裤XXL码20片厂商直送（预售三天发出）,https://item.jd.com/100020919263.html,http://img11.360buyimg.com/n1/jfs/t1/55291/24/22861/99682/63f6cdf5F2e905fde/ab467600cccf6716.jpg,2013,297924.00,6.80,3.5元+
2023Q4,dy,拉拉裤,'3615501213195458016,274044,帮宝适,清新帮,帮/宝/适/纸尿裤拉拉裤瞬吸裸感6D清芯触感，下单联系客服福利价,https://haohuo.jinritemai.com/views/product/detail?id=3615501213195458016,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/BKxBXLIP_m_28fec59dc7758b7fe4c4601e45472c78_sx_116489_www750-750,7540,297560.04,1.44,1-2元
2023Q4,dy,拉拉裤,'3604058418299702190,193954,盛夏光年,GALA,【2包价】盛夏光年GALA纸尿裤拉拉裤尿不湿超薄透气干爽满印夜用,https://haohuo.jinritemai.com/views/product/detail?id=3604058418299702190,https://lf3-cm.ecombdstatic.com/obj/ecom-shop-material/KwMMbdeS_m_049319ad641c250c5f6ff58c0818b75e_sx_209529_www800-800,2439,297314.10,2.75,2.5-3.5元
2023Q4,dy,纸尿裤,'3614575796875867017,26,其他,,娅娅家粉丝福利包 断码尾货，No退No换介意勿拍,https://haohuo.jinritemai.com/views/product/detail?id=3614575796875867017,https://lf6-cm.ecombdstatic.com/obj/ecom-shop-material/GxcIKZBe_m_e14ff103e6eeb9e4126441271a6d85a2_sx_4388180_www2040-2040,10844,297293.40,未定义,未定义
2023Q4,jd,纸尿裤,41637533540,13067,BBC,艺术大师,bc babycare尿不湿艺术大师纸尿裤透气超薄四季婴儿尿不湿 L【46片】适合9-14KG,https://item.jd.com/41637533540.html,http://img11.360buyimg.com/n1/jfs/t1/227620/2/9503/72550/65810374Ff04e008a/b1f86facd24167d5.jpg,2805,296999.70,2.15,2-2.5元
2023Q4,jd,纸尿裤,100002154187,75759,泰迪熊,呼吸特薄亲肤,泰迪熊Teddy Bear亲肤纸尿裤M70片(6-11公斤)婴儿尿不湿,https://item.jd.com/100002154187.html,http://img11.360buyimg.com/n1/jfs/t1/227461/34/10779/113022/659292cfF3ec997ed/515b126a2c744f4b.jpg,2231,296966.00,1.25,1-2元
2023Q4,tmall,拉拉裤,563338301282,48674,爽然,屁屁好朋友（超薄）,爽然超薄拉拉裤XL72片婴儿男女通用尿不湿,https://detail.tmall.com/item.htm?id=563338301282,//img.alicdn.com/imgextra/i2/6000000003377/O1CN01YCvCiU1aoiQ3XypCN_!!6000000003377-0-sm.jpg,5218,296772.11,0.83,1元以下
2023Q4,dy,拉拉裤,'3649882824682658831,280409,露安适,柔护,【20包寄存，赠品选1】露安适柔护羽柔裤婴儿纸尿裤拉拉裤Y-企鹅,https://haohuo.jinritemai.com/views/product/detail?id=3649882824682658831,https://p6-aio.ecombdimg.com/obj/ecom-shop-material/AMusVySf_m_5f3ce9d73b9033d4d9c6ff776ecaba55_sx_3579580_www800-800,115,296700.00,2.70,2.5-3.5元
2023Q4,dy,纸尿裤,'3635630144976255935,7038158,童芯日记,,童芯日记【拍一发七】49米一包超多片数超薄透气舒爽纸尿裤拉拉裤,https://haohuo.jinritemai.com/views/product/detail?id=3635630144976255935,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/URRvWLIP_m_21d22a699f7e4c60e163aff7b2e9d240_sx_447726_www800-800,1676,296693.00,1.67,1-2元
2023Q4,jd,纸尿裤,41637533539,13067,BBC,艺术大师,bc babycare尿不湿艺术大师纸尿裤透气超薄四季婴儿尿不湿 M【58片】适合6-11KG,https://item.jd.com/41637533539.html,http://img11.360buyimg.com/n1/jfs/t1/243148/37/86/102032/6583a59bFba107fb5/68bff10661ffeac2.jpg,2704,296487.04,2.15,2-2.5元
2023Q4,dy,拉拉裤,'3484202374472554468,3876236,佳婴,云柔,【宠粉专享推荐】佳婴云柔新生儿透气超柔超薄干爽通用纸尿裤拉拉裤,https://haohuo.jinritemai.com/views/product/detail?id=3484202374472554468,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/voloYCXQ_m_9f38ad1555ad4d1de061898878d55496_sx_160945_www800-800,3446,296324.00,1元以下,1元以下
2023Q4,dy,拉拉裤,'3639303321409433395,2763299,Wonder Wraps/妙然宝贝,氧气泡泡森林,【直播专享】妙然宝贝氧气泡泡暖冬纸尿裤3箱拉拉裤尿不湿旗舰店,https://haohuo.jinritemai.com/views/product/detail?id=3639303321409433395,https://p6-aio.ecombdimg.com/obj/ecom-shop-material/tmmlwsHT_m_2785bd43a18624dbc96dddc3a245f896_sx_309169_www800-800,1792,296306.80,0.67,1元以下
2023Q4,jd,拉拉裤,100057741291,274044,帮宝适,一级帮,帮宝适一级帮拉拉裤®XXXL28+2(17kg以上)尿裤尿不湿 超薄透气 散热,https://item.jd.com/100057741291.html,http://img11.360buyimg.com/n1/jfs/t1/249268/26/1777/173254/6595204eFa1da1551/ed166b947c472ece.jpg,2805,296013.65,1.80,1-2元
2023Q4,dy,拉拉裤,'3603484363825762214,2574989,Baby Sheep/宝贝羊,山海经,【官旗发货】【到手8包】babysheep山海经柔软纸尿裤一体裤拉拉裤,https://haohuo.jinritemai.com/views/product/detail?id=3603484363825762214,https://lf3-cm.ecombdstatic.com/obj/ecom-shop-material/gtwxblgi_m_c1a882fa9e4836a2f10644fc77a4eb40_sx_477764_www800-800,468,295775.84,0.08,1元以下
2023Q4,tmall,拉拉裤,615096223193,395312,Dodie,Breeze透,【4包装】dodie杜迪婴儿拉拉裤兔兔柔宝宝尿不湿L-XXXL码大码尿裤,https://detail.tmall.com/item.htm?id=615096223193,//img.alicdn.com/imgextra/i3/3386984799/O1CN01nqbcbc1lJzbxbaUcG_!!3386984799.jpg,881,295748.00,未定义,1-2元
2023Q4,tmall,拉拉裤,706213816518,13067,BBC,Air Pro,babycare日用airpro纸尿裤/拉拉裤mini装男女宝宝尿不湿超薄透气,https://detail.tmall.com/item.htm?id=706213816518,//img.alicdn.com/imgextra/i4/2207803071128/O1CN01YHpbYy1KCffVREg5N_!!2-item_pic.png,6169,294926.00,2.08,2-2.5元
2023Q4,dy,纸尿裤,'3600652616473907992,2173428,聪博,超薄透气,【特惠3包】聪博新生儿纸尿裤超薄拉拉裤大吸量透气尿不湿不红PP,https://haohuo.jinritemai.com/views/product/detail?id=3600652616473907992,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/JVCSdjgi_m_be004115ab2c7f5b53d603148c7ea945_sx_339907_www800-800,3960,294833.50,1.20,1-2元
2023Q4,dy,拉拉裤,'3614761347004374363,347287,Hope Baby/希望宝宝,海藻奢润,【12包链接21选1】豪悦希望宝宝海藻奢润【新年限量款】纸尿裤/拉拉裤,https://haohuo.jinritemai.com/views/product/detail?id=3614761347004374363,https://p3-aio.ecombdimg.com/img/ecom-shop-material/iPCZPqG_m_79eb72882843b1097d24126e1cf1c08f_sx_704296_www800-800~tplv-resize:200:0.webp,311,294828.00,3.05,2.5-3.5元
2023Q4,jd,拉拉裤,100033007501,274044,帮宝适,一级帮,帮宝适一级帮拉拉裤®L24片(9-14kg)尿不湿尿裤成长裤超薄透气试用,https://item.jd.com/100033007501.html,http://img11.360buyimg.com/n1/jfs/t1/224552/10/10285/171926/65913ea8F9c7a8706/c77393257f4e33af.jpg,6142,294816.00,1.80,1-2元
2023Q4,jd,纸尿裤,100024802354,6102100,惠寻,,惠寻京东自有品牌 婴儿纸尿裤L46片超薄透气弱酸亲肤 云柔芯,https://item.jd.com/100024802354.html,http://img11.360buyimg.com/n1/jfs/t1/236151/21/10730/104886/658e6cf4F7f820375/448d6b40c75293ba.jpg,10472,294775.60,0.60,1元以下
2023Q4,tmall,纸尿裤,576412946182,13067,BBC,皇室,babycare皇室狮子王国纸尿裤超薄透气婴儿宝宝尿不湿Mini装任选,https://detail.tmall.com/item.htm?id=576412946182,//img.alicdn.com/imgextra/i4/2275046294/O1CN01UWvH321wMhkXpbybc_!!2-item_pic.png,7075,294654.50,2.45,2-2.5元
2023Q4,dy,拉拉裤,'3573990588799934887,42476,BBG,SUPER QEE潮玩联名,BBG【12包】QEE潮玩联名婴幼儿透气防漏纸尿裤大吸力纸尿裤/拉拉裤,https://haohuo.jinritemai.com/views/product/detail?id=3573990588799934887,https://lf26-cm.ecombdstatic.com/obj/ecom-shop-material/gtOZslgi_m_9c2dbc61fb4ad59b6aa18656d9d083cf_sx_427800_www800-800,248,294623.97,2.75,2.5-3.5元
2023Q4,jd,纸尿裤,100001757373,13067,BBC,艺术大师,babycare艺术大师薄柔新升级纸尿裤S68片(4-8kg)新生儿尿不湿瞬吸不闷热,https://item.jd.com/100001757373.html,http://img11.360buyimg.com/n1/jfs/t1/231845/37/4245/95569/65607698F80a722d9/67259b4c47c42992.jpg,3110,294568.92,2.15,2-2.5元
2023Q4,jd,纸尿裤,100025608762,114153,BOBDOG/巴布豆,菠萝裤,巴布豆（BOBDOG）【老爸抽检】新菠萝纸尿裤M号42片(6-11KG)中码婴儿尿不湿,https://item.jd.com/100025608762.html,http://img11.360buyimg.com/n1/jfs/t1/244431/37/1872/101423/65952099Fef410dff/f822657d5390faec.jpg,5870,293973.44,1.12,1-2元
2023Q4,dy,拉拉裤,'3599407950109787168,6020410,bebebus,乳木果润,【全发链接：发4提】bebebus乳木果润S-XXXL透气柔软便携尿裤新生儿,https://haohuo.jinritemai.com/views/product/detail?id=3599407950109787168,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/qXHQuJPA_m_e7c7e364967794ba2594715a6c69295c_sx_456085_www800-800,680,293760.00,2.89,2.5-3.5元
2023Q4,dy,纸尿裤,'3621299370005277780,3513841,爸爸的选择,钻石装,【官方】爸爸的选择钻石装柔软超柔透气纸尿裤拉拉裤试用装5片,https://haohuo.jinritemai.com/views/product/detail?id=3621299370005277780,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/EThvfJHT_m_50ba949499e85cf2f15c86061a39dad3_sx_99396_www800-800,14746,293445.40,1.59,1-2元
2023Q4,jd,拉拉裤,10079087350213,274044,帮宝适,绿帮（超薄干爽）,帮宝适（Pampers）绿帮拉拉裤 加加大码XXL90片,https://item.jd.com/10079087350213.html,http://img11.360buyimg.com/n1/jfs/t1/50507/15/32009/144905/6521079aF2273ac49/82b7fd33e6a95b14.jpg,1748,293428.00,1.27,1-2元
2023Q4,jd,拉拉裤,100000270046,54916,FIVE RAMS/五羊,柔柔芯,五羊（FIVERAMS）拉拉裤肌肤之柔成长裤XXL108片(15kg以上)婴儿尿不湿超薄透气,https://item.jd.com/100000270046.html,http://img11.360buyimg.com/n1/jfs/t1/236651/5/7129/105263/6592c9f9F2a71ead9/6a4957ddeaa9d132.jpg,2693,292782.78,0.90,1元以下
2023Q4,jd,纸尿裤,29661731295,48751,Huggies/好奇,小森林,好奇Huggies 心钻装纸尿裤 尿不湿透气柔软超薄瞬吸小森林 L40片【9-14kg】,https://item.jd.com/29661731295.html,http://img11.360buyimg.com/n1/jfs/t1/109062/7/30426/86045/6551c0c7Fd2dbc688/7d5111473eb4b99c.jpg,2769,292666.85,2.70,2.5-3.5元
2023Q4,tmall,纸尿裤,654957152010,5159691,婴芽,婴芽系列,婴芽超薄透气纸尿裤l码婴儿干爽学步裤xl宝宝尿不湿s/m/xxl/xxxl,https://detail.tmall.com/item.htm?id=654957152010,//img.alicdn.com/imgextra/i3/1767062536/O1CN013LrUTa1UbXHASOQBc_!!1767062536.jpg,4889,292571.10,1.26,1-2元
2023Q4,tmall,纸尿裤,551023995683,3607881,优茵,金质环腰,优茵环腰超薄婴儿纸尿裤XL72片M男女宝宝S尿不湿L春夏包邮XXL码,https://detail.tmall.com/item.htm?id=551023995683,//img.alicdn.com/imgextra/i3/2764810097/O1CN01EKEeVB1CaTKBncVkJ_!!2764810097.jpg,4772,292495.79,0.74,1元以下
2023Q4,jd,拉拉裤,10023962615592,13067,BBC,皇室,bc babycare拉拉裤皇室狮子王国系列皇冠LALA裤宝宝弱酸尿不湿 XXXL码-24片/包*4包,https://item.jd.com/10023962615592.html,http://img11.360buyimg.com/n1/jfs/t1/236986/9/9667/110568/658cd679F139f00b2/84328b627925a1d7.jpg,737,292388.52,2.45,2-2.5元
2023Q4,tmall,纸尿裤,626113477976,67252,大王,自然之恩,【官方】大王环贴式纸尿裤天使自然之恩S72片/包透气尿不湿纸尿片,https://detail.tmall.com/item.htm?id=626113477976,//img.alicdn.com/imgextra/i1/6000000000003/O1CN01dls2a31BtQ5K66yxC_!!6000000000003-0-sm.jpg,2366,292159.78,4+,3.5元+
2023Q4,dy,纸尿裤,'3611088600210516617,13067,BBC,皇室,【正品】BBC皇室狮子王国弱酸纸尿裤拉拉裤新生儿柔软透气尿不湿,https://haohuo.jinritemai.com/views/product/detail?id=3611088600210516617,https://lf26-cm.ecombdstatic.com/obj/ecom-shop-material/CUYAuoHT_m_4fc933d5539ac6a03e7196c420b67426_sx_193239_www1075-1075,2526,292032.80,2.45,2-2.5元
2023Q4,dy,拉拉裤,'3604031827142165248,42476,BBG,元气觉醒,BBG【试用装5片】元氣觉醒neo系列 一片睡到自然醒 纸尿裤/拉拉裤,https://haohuo.jinritemai.com/views/product/detail?id=3604031827142165248,https://lf26-cm.ecombdstatic.com/obj/ecom-shop-material/gtOZslgi_m_689b25bf53a5be834cc593614d50e240_sx_353187_www800-800,29492,291970.80,2.78,2.5-3.5元
