时间,平台,子品类,tb_item_id,品牌名,系列,名称,链接,图片,销量,销售额,片单价,价位段,片单价-人工,价格段-人工
2023Q3,jd,拉拉裤,100018300692,安儿乐,魔力吸吸,安儿乐（Anerle）魔力吸吸拉拉裤XXL38片(15kg以上)透气尿不湿（新老品随机发货）,https://item.jd.com/100018300692.html,http://img11.360buyimg.com/n1/jfs/t1/167980/39/41320/68268/65138b98F635af89a/231411c0b47623bf.jpg,6083,314717.60,1.22,1-2元,,
2023Q3,tmall,纸尿裤,665748040175,moony,甄选系列,官方尤妮佳moony甄选小风铃纸尿裤NB84片超薄透气婴儿尿不湿,https://detail.tmall.com/item.htm?id=665748040175,//img.alicdn.com/imgextra/i4/6000000007033/O1CN015iXfy521pAPUA6932_!!6000000007033-0-sm.jpg,5132,314505.50,0.96,1元以下,,
2023Q3,dy,拉拉裤,'3581351817101096476,欧贝比,天空之门,【16包】欧贝比天空之门婴儿宝宝超薄透气纸尿拉拉裤尿不湿达人,https://haohuo.jinritemai.com/views/product/detail?id=3581351817101096476,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/SPhToNX_m_ababc5a8e26d8f56db6cf6841e4809db_sx_722482_www800-800,364,314496.00,1.35,1-2元,,
2023Q3,dy,拉拉裤,'3613332815162269719,好宝呗,,好宝呗【小洛爸爸专属】新生儿第一天开始穿的纸尿裤超薄柔软透气,https://haohuo.jinritemai.com/views/product/detail?id=3613332815162269719,https://p6-aio.ecombdimg.com/obj/ecom-shop-material/grIEkQNE_m_666da554df29ac50a7106cf31fe45604_sx_405573_www800-800,5239,314418.55,未定义,未定义,,
2023Q3,jd,拉拉裤,100052324933,BBC,专研臀肌,babycare专研臀肌系列拉拉裤体验装XL码4片(12-17kg)大号婴儿尿不湿成长裤,https://item.jd.com/100052324933.html,http://img11.360buyimg.com/n1/jfs/t1/223876/29/22112/75906/649bc6b0F68d98d73/090cb8bc53ee1727.jpg,32748,314352.66,2.95,2.5-3.5元,,
2023Q3,jd,拉拉裤,29676430461,Huggies/好奇,金装,好奇金装拉拉裤 婴儿尿不湿瞬吸干爽超薄透气成长裤宝宝学走裤 XXL28片【15kg以上】,https://item.jd.com/29676430461.html,http://img11.360buyimg.com/n1/jfs/t1/94103/21/45999/105208/6502e19eF5ffaacac/3f15551e0af87d5a.jpg,6353,314298.36,1.20,1-2元,,
2023Q3,tmall,拉拉裤,711721338122,BEABA,大鱼海棠,碧芭宝贝大鱼海棠mini装纸尿裤拉拉裤S-XXL尺码任选,https://detail.tmall.com/item.htm?id=711721338122,//img.alicdn.com/imgextra/i3/6000000002824/O1CN01rrvQ1l1WjRN0cc6t0_!!6000000002824-0-sm.jpg,8983,313798.65,2.12,2-2.5元,,
2023Q3,jd,纸尿裤,100017621302,宜婴,弱酸水果裤,宜婴弱酸水果纸尿裤M48片超薄透气柔软尿不湿 【4.5-8.5kg】,https://item.jd.com/100017621302.html,http://img11.360buyimg.com/n1/jfs/t1/197752/1/36190/103095/6517dceeFdfcf3482/884845cca7ec0bc4.jpg,7799,313539.49,0.98,1元以下,,
2023Q3,dy,拉拉裤,'3566363903359324973,欧贝比,天空之门,【36包】欧贝比天空之门婴儿宝宝超薄透气纸尿拉拉裤尿不湿达人,https://haohuo.jinritemai.com/views/product/detail?id=3566363903359324973,https://p6-aio.ecombdimg.com/obj/ecom-shop-material/SPhToNX_m_78ac2a45c73c48788b8cb3ca16b17bb5_sx_641016_www800-800,161,312984.00,1.35,1-2元,,
2023Q3,jd,拉拉裤,100014647436,柔丫,芯飞扬,柔丫rouya芯飞扬拉拉裤XXL40片(15KG及以上)尿不湿超薄芯体环腰,https://item.jd.com/100014647436.html,http://img11.360buyimg.com/n1/jfs/t1/119722/15/43385/89790/6512717bFf2b32a40/2cbca23373fdaf05.jpg,5078,312749.92,1.37,1-2元,,
2023Q3,jd,纸尿裤,100035435469,泰迪熊,探险家特薄,泰迪熊(Teddy Bear)探险家特薄纸尿裤XL36片(12-17kg)婴儿尿不湿	,https://item.jd.com/100035435469.html,http://img11.360buyimg.com/n1/jfs/t1/150507/34/38907/97406/651a6d20F5f5282fd/4c5c15e7bb809d9a.jpg,4907,312723.60,nan,1-2元,,
2023Q3,dy,纸尿裤,'3535560990466925558,So Love,米菲多彩梦,【米菲官方】2包装米菲多彩梦鲸吸800cc大吸量超薄纸尿裤/拉拉裤,https://haohuo.jinritemai.com/views/product/detail?id=3535560990466925558,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/bilesZdq_m_63405b696633d9b2a07e005ccc278945_sx_348757_www800-800,2299,312527.84,nan,1-2元,,
2023Q3,tmall,纸尿裤,663199111127,精典泰迪,金芯呵护（超薄透气）,名典泰迪超薄纸尿裤l码婴儿拉拉裤xl男女宝宝专用新生s尿不湿xxl,https://detail.tmall.com/item.htm?id=663199111127,//img.alicdn.com/imgextra/i3/3679192600/O1CN01x8g4Tt1V4qePBBC3Y_!!3679192600.jpg,2267,312424.90,0.85,1元以下,,
2023Q3,tmall,拉拉裤,618082138311,BBC,Air Pro,【预售】babycare拉拉裤夏季Airpro婴儿超薄透气bbc尿不湿XXL28*5,https://detail.tmall.com/item.htm?id=618082138311,//img.alicdn.com/imgextra/i2/2207803071128/O1CN01kLry1I1KCfe2DSJYH_!!2-item_pic.png,621,312178.91,2.08,2-2.5元,,
2023Q3,dy,纸尿裤,'3613283085883422676,欧贝比,星外访客,【26包】【百万专场】欧贝比星外访客婴儿宝宝纸尿裤拉拉裤尿不湿官旗,https://haohuo.jinritemai.com/views/product/detail?id=3613283085883422676,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/SPhToNX_m_ed92275fd1c4495f755e92d95747738f_sx_453122_www800-800,174,312156.00,1.78,1-2元,,
2023Q3,jd,拉拉裤,10047081240229,BOBDOG/巴布豆,菠萝裤,巴布豆（BOBDOG）新菠萝拉拉裤小内裤婴儿尿不湿一体裤亲肤柔软超薄透气大吸量 新菠萝拉拉裤XXXL32片,https://item.jd.com/10047081240229.html,http://img11.360buyimg.com/n1/jfs/t1/96917/23/31097/88706/64338027F218e9541/2c1340503e3e4f39.jpg,9634,311935.10,1.12,1-2元,,
2023Q3,dy,纸尿裤,'3603268058501788161,TONGANCHEN/童安臣,魔法透气,TONGANCHEN/童安臣【JA直营】纸尿裤/拉拉裤超薄柔透气2包装,https://haohuo.jinritemai.com/views/product/detail?id=3603268058501788161,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/vBCoVkQo_m_776bc02344a19f85771df735891e14db_sx_207359_www821-821,6970,311843.00,nan,1-2元,,
2023Q3,tmall,拉拉裤,585598580010,大王,光羽,【官方】大王短裤式纸尿裤光羽XXL22片/包奢适透气尿不湿拉拉裤,https://detail.tmall.com/item.htm?id=585598580010,//img.alicdn.com/imgextra/i3/6000000002144/O1CN01DNe6jw1Ri02oDh8AL_!!6000000002144-0-sm.jpg,1695,311690.60,6.80,3.5+,,
2023Q3,tmall,拉拉裤,659534747064,盛夏光年,GALA,盛夏光年Enternal SummerGala拉拉裤XXXL30片亲肤透气训练裤,https://detail.tmall.com/item.htm?id=659534747064,//img.alicdn.com/imgextra/i4/6000000006157/O1CN01MMddwk1vLxSLvrWtj_!!6000000006157-0-sm.jpg,3031,311599.22,2.75,2.5-3.5元,,
2023Q3,jd,纸尿裤,10061224052750,BBC,花苞裤,bc babycare【新品】花苞裤超薄透气轻柔山茶花纸尿裤婴儿尿不湿 S码-58片/包,https://item.jd.com/10061224052750.html,http://img11.360buyimg.com/n1/jfs/t1/96489/36/42418/98431/65151cdeFaa2561c7/bb62114d57cc5f2e.jpg,2080,311342.00,3.92,3.5+,,
2023Q3,tmall,纸尿裤,674088253182,bebebus,装仔,BeBeBus装仔纸尿裤小包装试用装S/M/L/XL透气超薄尿不湿/限购一包,https://detail.tmall.com/item.htm?id=674088253182,//img.alicdn.com/imgextra/i4/2201503044793/O1CN01na9AhF1lHFAwh9C4J_!!2201503044793.jpg,20409,310987.18,3.75,3.5元+,,
2023Q3,tmall,纸尿裤,718602661495,BEABA,大鱼海棠,【百亿补贴】碧芭宝贝大鱼海棠婴儿纸尿裤超薄新生儿专用S码58片,https://detail.tmall.com/item.htm?id=718602661495,//img.alicdn.com/imgextra/i2/2200573698992/O1CN01oKSWHW2GIOItRRSWb-2200573698992.jpg,2107,310736.38,2.12,2-2.5元,,
2023Q3,tmall,拉拉裤,656761147850,十月结晶,小小冒险家,十月结晶冒险家婴儿拉拉裤柔软超薄透气亲肤裤尿裤宝宝尿不湿4包,https://detail.tmall.com/item.htm?id=656761147850,//img.alicdn.com/imgextra/i2/925772082/O1CN01JNuSBZ1RFbUEncveP_!!925772082.jpg,1192,310475.32,1.44,1-2元,,
2023Q3,jd,拉拉裤,10047081240228,BOBDOG/巴布豆,菠萝裤,巴布豆（BOBDOG）新菠萝拉拉裤小内裤婴儿尿不湿一体裤亲肤柔软超薄透气大吸量 新菠萝拉拉裤XXL34片,https://item.jd.com/10047081240228.html,http://img11.360buyimg.com/n1/jfs/t1/170312/7/34598/87195/6433801fFe2b324c7/3a80a7c45d4cd882.jpg,9611,309156.27,1.12,1-2元,,
2023Q3,jd,纸尿裤,46340532137,BBC,Air Pro,bc babycare夏季超薄日用Air pro纸尿裤弱酸亲肤超薄透气宝宝尿不湿 M【50片】适合体重6-11KG,https://item.jd.com/46340532137.html,http://img11.360buyimg.com/n1/jfs/t1/168617/22/40678/129287/65151ca6F73988505/dcc38411a1bfcf07.jpg,3324,309036.30,2.08,2-2.5元,,
2023Q3,tmall,纸尿裤,700877533681,帮宝适,黑金帮,【特惠装全新升级】帮宝适黑金帮新生婴儿纸尿裤NB/S透气非拉拉裤,https://detail.tmall.com/item.htm?id=700877533681,//img.alicdn.com/imgextra/i2/6000000003028/O1CN01CRMFqk1YEs7e092Sk_!!6000000003028-2-at.png,1490,309019.32,3.09,2.5-3.5元,,
2023Q3,jd,纸尿裤,1419126,安儿乐,干爽超薄,安儿乐（Anerle）干爽超薄纸尿裤L112片(9-14kg)婴儿透气尿不湿（新老品随机发货）,https://item.jd.com/1419126.html,http://img11.360buyimg.com/n1/jfs/t1/194725/6/38372/84143/65128123F9b6f525a/3f49ce6eab83e80a.jpg,2940,308989.68,0.73,1元以下,,
2023Q3,dy,拉拉裤,'3617750962237744974,宜婴,红花山茶,【宜婴官方】新品红花山茶纸尿裤超薄透气婴儿男女宝宝拉拉裤便便,https://haohuo.jinritemai.com/views/product/detail?id=3617750962237744974,https://p6-aio.ecombdimg.com/obj/ecom-shop-material/XimJiHm_m_1750c625341e288c353dae45a22e43c9_sx_499477_www800-800,3541,308985.00,未定义,未定义,,
2023Q3,dy,拉拉裤,'3569581645814204208,欧贝比,星外访客,【拍1到手8片】欧贝比星外访客试用装纸尿裤拉拉裤尿不湿夜用便携,https://haohuo.jinritemai.com/views/product/detail?id=3569581645814204208,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/SPhToNX_m_be7a8d7698cbd10fb25f6fc60d63420a_sx_457040_www800-800,31236,308788.30,1.78,1-2元,,
2023Q3,tmall,拉拉裤,652638676974,BBC,Air Pro,【自营】babycare拉拉裤Airpro尺码任选婴儿超薄透气bbc尿不湿4包,https://detail.tmall.com/item.htm?id=652638676974,//img.alicdn.com/imgextra//i3/2549841410/O1CN01lSLmtL1MHpJxlHigd_!!2549841410-0-tmg_sticker.jpg,832,308365.00,2.08,2-2.5元,,
2023Q3,dy,拉拉裤,'3520367631519603187,柔丫,芯太软,ROU YA/柔丫芯太软婴儿纸尿裤/拉拉裤柔软超薄透气新生儿尿不湿,https://haohuo.jinritemai.com/views/product/detail?id=3520367631519603187,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/qpgIyYBe_m_52cae0292c3962ac45697341d9918a39_sx_286568_www800-800,4525,307700.00,1.19,1-2元,,
2023Q3,jd,拉拉裤,100022003460,精典泰迪,金芯呵护（超薄透气）,名典泰迪拉拉裤XL码52片【12-15kg】婴儿尿不湿超薄干爽尿裤男女宝宝通用,https://item.jd.com/100022003460.html,http://img11.360buyimg.com/n1/jfs/t1/128201/7/38579/96957/65181877F3bbaf30b/05d39c0b3d78a1f4.jpg,6754,307548.68,0.85,1元以下,,
2023Q3,jd,纸尿裤,100028740796,bebetour,爱丽丝系列,bebetour爱丽丝系列纸尿裤 L42片（9-14kg）婴儿尿不湿奢柔舒适定点下渗,https://item.jd.com/100028740796.html,http://img11.360buyimg.com/n1/jfs/t1/183629/29/39692/138483/6513d029F55208ab8/cbbaa7fa95111e89.jpg,3502,307345.88,2.40,2-2.5元,,
2023Q3,jd,拉拉裤,100050246786,Q·MO/奇莫,皇家至柔系列,奇莫（Q-MO）皇家至柔拉拉裤XL42片(12-17kg)加大码弹力裤尿不湿超薄透气,https://item.jd.com/100050246786.html,http://img11.360buyimg.com/n1/jfs/t1/171157/9/40286/70395/64fef96aFa979e021/68d9c1fcfe440aa1.jpg,3784,307090.48,1.53,1-2元,,
2023Q3,tmall,拉拉裤,626249851288,宝婴美,温和的呵护,宝婴美超薄透气拉拉裤干爽透气新生婴儿纸尿裤春季尿不湿一体裤,https://detail.tmall.com/item.htm?id=626249851288,//img.alicdn.com/imgextra/i1/2206605182332/O1CN01YH24FW1T66VUsxQlL_!!0-item_pic.jpg,4095,306966.75,0.83,1元以下,,
2023Q3,tmall,纸尿裤,576515767716,BBC,皇室,babycare皇室狮子王国拉拉裤皇冠LALA裤婴儿宝宝尿不湿尿片mini装,https://detail.tmall.com/item.htm?id=576515767716,//img.alicdn.com/imgextra/i1/2275046294/O1CN01oGZTiB1wMhiUTRES2_!!2275046294.jpg,6762,306784.42,2.45,2-2.5元,,
2023Q3,tmall,纸尿裤,713224853571,Huggies/好奇,屁屁面膜,【新妈尝鲜mini装】好奇屁屁面膜纸尿裤NB/S/M/L新品超薄透气,https://detail.tmall.com/item.htm?id=713224853571,//img.alicdn.com/imgextra/i4/685092642/O1CN01LW94Ml1VO5HsrJ5uR_!!685092642.jpg,5094,306741.12,3.45,2.5-3.5元,,
2023Q3,dy,拉拉裤,'3586951221614886938,bebebus,乳木果润,【囤货8提】bebebus 乳木果润S-XXXL纸尿裤/拉拉裤滋润呵护,https://haohuo.jinritemai.com/views/product/detail?id=3586951221614886938,https://p6-aio.ecombdimg.com/obj/ecom-shop-material/qXHQuJPA_m_2f3bb081f981207bad77c5dc352827a8_sx_459230_www800-800,341,306232.00,3.75,3.5元+,,
2023Q3,tmall,纸尿裤,610812456409,Huggies/好奇,金装,好奇金装宝宝纸尿裤S70码新生儿尿片纸尿布婴儿尿不湿s码轻薄透气,https://detail.tmall.com/item.htm?id=610812456409,//img.alicdn.com/imgextra/i3/2207111944733/O1CN01Am4DgJ1kplKynNNqi_!!2207111944733.jpg,4635,306134.42,1.20,1-2元,,
2023Q3,dy,纸尿裤,'3618725181339628470,Hope Baby/希望宝宝,中国自造红山茶花精粹,【拍1发8】豪悦希望宝宝红山茶奢柔纸尿裤拉拉裤超薄柔软透气亲肤,https://haohuo.jinritemai.com/views/product/detail?id=3618725181339628470,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/iPCZPqG_m_18d86d8f5f931ff90ff4a9e8235336a3_sx_525830_www800-800,549,305244.00,未定义,未定义,,
2023Q3,dy,拉拉裤,'3621446178404712429,BBC,皇室,BBC皇室狮子王国弱酸纸尿裤NBSM双层防漏柔软吸水透气XLXXL拉拉裤,https://haohuo.jinritemai.com/views/product/detail?id=3621446178404712429,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/tFjSzuhG_m_3de371fb3ad015d2249815cdbcf33899_sx_83873_www800-800,1996,304879.93,2.45,2-2.5元,,
2023Q3,dy,拉拉裤,'3607889508810525802,BBG,元气觉醒,BBG元氣觉醒neo 婴儿纸尿裤/拉拉裤超薄透气一片睡到自然醒防侧漏,https://haohuo.jinritemai.com/views/product/detail?id=3607889508810525802,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/gtOZslgi_m_97a1cb83a24426049e49df648fe08eb3_sx_315161_www800-800,1752,304879.56,未定义,未定义,,
2023Q3,jd,纸尿裤,32515434377,BBC,皇室,bc babycare纸尿裤宝宝超薄透气尿不湿皇室狮子王国系列迷你包纸尿片独立小包 纸尿裤-XL【18片】12-17KG,https://item.jd.com/32515434377.html,http://img11.360buyimg.com/n1/jfs/t1/217196/34/27752/74841/647573b5F52a51833/760e5f90800e0954.jpg,6219,304731.00,2.45,2-2.5元,,
2023Q3,tmall,纸尿裤,654242120079,BBC,皇室,【新客专享】babycare皇室狮子王国纸尿裤婴儿亲肤透气尿不湿,https://detail.tmall.com/item.htm?id=654242120079,//img.alicdn.com/imgextra/i1/2207803071128/O1CN01hfOriS1KCfe3CuWlB_!!2207803071128.jpg,2324,304646.37,2.45,2-2.5元,,
2023Q3,dy,纸尿裤,'3604970281808094702,爸爸的选择,极薄2.0,【专享】爸爸的选择2.0系列超薄柔软婴儿纸尿裤拉拉裤体验装10片,https://haohuo.jinritemai.com/views/product/detail?id=3604970281808094702,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/EThvfJHT_m_3d1184cf65b16266d540b7e4409efc9e_sx_245148_www800-800,30104,304397.34,nan,1-2元,,
2023Q3,jd,拉拉裤,10068942446515,BBC,皇室,bc babycare纸尿裤宝宝超薄透气尿不湿皇室狮子王国系列迷你包纸尿片独立小包  拉拉裤-XL【18片】体重12-17KG,https://item.jd.com/10068942446515.html,http://img11.360buyimg.com/n1/jfs/t1/115421/21/38636/92076/65154269Fcf09a8d0/f37ec84719a007b7.jpg,6196,304072.00,2.45,2-2.5元,,
2023Q3,tmall,纸尿裤,663012251528,Anmous,宇航员,安慕斯纸尿裤婴儿超薄透气试用装新生儿尿不湿NB码任选尿片尿不湿,https://detail.tmall.com/item.htm?id=663012251528,//img.alicdn.com/imgextra/i3/3339231011/O1CN017Ch6Sb1JL5HI50cDz_!!3339231011.jpg,17594,303977.55,1.23,1-2元,,
2023Q3,tmall,纸尿裤,661683265710,帮宝适,清新帮,帮宝适清新帮纸尿裤NB/S/M/L/XL云柔轻薄透气官方正品婴儿尿不湿,https://detail.tmall.com/item.htm?id=661683265710,//img.alicdn.com/imgextra/i1/3547533604/O1CN01br9qSj1cUgEUhoNTg_!!0-item_pic.jpg,4451,303937.90,1.44,1-2元,,
2023Q3,dy,拉拉裤,'3613289823504342529,欧贝比,星外访客,【12包】【超品日】欧贝比星外访客婴儿宝宝纸尿裤拉拉裤尿不湿官旗,https://haohuo.jinritemai.com/views/product/detail?id=3613289823504342529,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/SPhToNX_m_08a64bbd4858a5760932b622a32e7f79_sx_474264_www800-800,367,303876.00,1.78,1-2元,,
2023Q3,jd,纸尿裤,32514777086,BBC,皇室,bc babycare纸尿裤宝宝超薄透气尿不湿皇室狮子王国系列迷你包纸尿片独立小包 纸尿裤-L【20片】9-14KG,https://item.jd.com/32514777086.html,http://img11.360buyimg.com/n1/jfs/t1/186602/20/37954/93480/650ac330Fb9d33991/f1e66789794f6f74.jpg,6200,303800.00,2.45,2-2.5元,,
2023Q3,dy,纸尿裤,'3471322112935993836,七色猪,人小力大,七色猪人小力大纸尿裤/拉拉裤轻薄透气柔软亲肤超薄婴幼儿尿不湿,https://haohuo.jinritemai.com/views/product/detail?id=3471322112935993836,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/vzGrmhp_m_9cf8517cabb18c392dae97575ff2a78b_sx_255274_www800-800,6149,303587.80,0.60,1元以下,,
2023Q3,dy,纸尿裤,'3628733696636494647,七色猪,人小力大,七色猪人小力大婴儿纸尿裤宝宝亲肤柔软超薄透气尿不湿透气拉拉裤,https://haohuo.jinritemai.com/views/product/detail?id=3628733696636494647,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/WttrKvKx_m_97027971e3c650978ae9b001ab5784fa_sx_366441_www800-800,6868,303497.15,0.60,1元以下,,
2023Q3,tmall,纸尿裤,599121508585,妙而舒,经典（瞬爽透气）,【自营】日本花王妙而舒超薄透气婴儿纸尿裤宝宝尿不湿XL44片*3包,https://detail.tmall.com/item.htm?id=599121508585,//img.alicdn.com/imgextra/i3/2549841410/O1CN01GNZq1D1MHpKq7s2Mf_!!2549841410-0-tmg_sticker_hand.jpg,1247,303424.77,1.80,1-2元,,
2023Q3,dy,拉拉裤,'3622281641852011969,小贝当家,THIN LIGHT,小贝当家夏季超薄花苞拉拉裤拉拉裤新生儿柔软纸尿裤试用装【12片】,https://haohuo.jinritemai.com/views/product/detail?id=3622281641852011969,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/MCMzLQzK_m_8c621a8fc800a6c954863cc784d570f6_sx_698892_www800-800,30349,303176.75,nan,1元以下,,
2023Q3,dy,拉拉裤,'3622970520145948033,嘟嘟侠,轻薄,【粉丝专享】嘟嘟侠破价直播专属夏季超薄透气婴儿纸尿裤拉拉裤5XL,https://haohuo.jinritemai.com/views/product/detail?id=3622970520145948033,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/BbUJkcMM_m_1a964c59d61170f2c4d1d79e28dcd53f_sx_513058_www800-800,7832,303130.00,nan,1-2元,,
2023Q3,dy,拉拉裤,'3618712446627387715,YAPEI/雅培,未来之光,【海歌专属】雅培未来之光婴儿拉拉裤纸尿裤薄透气超细亲肤,https://haohuo.jinritemai.com/views/product/detail?id=3618712446627387715,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/hMTWQgMc_m_6f6921b231a25037ea8f43ad146faa4c_sx_251783_www800-800,3387,303036.00,未定义,未定义,,
2023Q3,tmall,纸尿裤,586281577134,BOBDOG/巴布豆,全芯柔,巴布豆纸尿裤全芯柔l68柔软亲肤超薄婴儿新生宝宝尿不湿68片×1箱,https://detail.tmall.com/item.htm?id=586281577134,//img.alicdn.com/imgextra/i2/6000000002223/O1CN01ooZiQv1SIBKhNRgo6_!!6000000002223-0-sm.jpg,3410,302958.60,nan,1元以下,,
2023Q3,tmall,拉拉裤,668247384252,可优比,BB熊很柔软,KUB可优比BB熊很柔软拉拉裤婴儿超薄透气男女宝宝尿不湿非纸尿裤,https://detail.tmall.com/item.htm?id=668247384252,//img.alicdn.com/imgextra/i1/820521956/O1CN011hqfid1QJtaT7NQSt_!!820521956.jpg,3499,302544.17,2.03,2-2.5元,,
2023Q3,jd,纸尿裤,100039390541,柔丫,蚕丝柔维E,柔丫(rouya) 蚕丝柔 维E超薄芯体环腰纸尿裤 L56+4片,https://item.jd.com/100039390541.html,http://img11.360buyimg.com/n1/jfs/t1/199250/26/35041/136603/650814efFf3c75b96/a0d49a89ec00e2e3.jpg,4694,302399.84,1.14,1-2元,,
2023Q3,jd,纸尿裤,29674084270,Huggies/好奇,金装,好奇Huggies 金装纸尿裤 婴儿尿不湿超薄柔软超大吸力透气 XL108片【12-17kg】,https://item.jd.com/29674084270.html,http://img11.360buyimg.com/n1/jfs/t1/98791/19/34851/101686/6502e1fdF0b25145b/6308f37a0f8aef75.jpg,2029,302334.73,1.20,1-2元,,
2023Q3,tmall,拉拉裤,674689586527,妙而舒,经典（瞬爽透气）,【自营】日本花王KAO/超薄透气婴儿尿不湿拉拉裤XL50片*3包 原箱,https://detail.tmall.com/item.htm?id=674689586527,//img.alicdn.com/imgextra/i2/2549841410/O1CN01pcQNiz1MHpKqRG12a_!!2549841410-0-tmg_sticker_hand.jpg,1156,302157.31,1.80,1-2元,,
2023Q3,jd,纸尿裤,10051671027617,Huggies/好奇,皇家御裤,好奇（Huggies） 皇家御裤纸尿裤 婴儿尿不湿御级丝柔裸感超薄透气 纸尿裤L80(9-14kg),https://item.jd.com/10051671027617.html,http://img11.360buyimg.com/n1/jfs/t1/149814/13/33022/130446/64787895F1a52cc25/ca74ac770dbfec54.jpg,2058,302032.75,1.80,1-2元,,
2023Q3,tmall,纸尿裤,621808666100,Berlquer/蓓趣,缤纷童年,蓓趣童年医护级尿不湿超薄透气倍趣医护级拉拉裤趣蓓纸尿裤正品,https://detail.tmall.com/item.htm?id=621808666100,//img.alicdn.com/imgextra/i1/2208323793287/O1CN01a5mh9K1a9UVFkM6PQ_!!2208323793287.jpg,3248,301725.16,1.37,1-2元,,
2023Q3,jd,拉拉裤,100014456500,BOBDOG/巴布豆,梦の初语,巴布豆梦初语敏感肌婴儿拉拉裤XXL30片(15KG以上)加大码轻薄柔软大吸量,https://item.jd.com/100014456500.html,http://img11.360buyimg.com/n1/jfs/t1/163891/40/40203/84887/6512a3c6F818236ff/257e769e95cc1bfd.jpg,3907,301317.04,1.25,1-2元,,
2023Q3,jd,拉拉裤,26436001241,Huggies/好奇,金装,好奇（Huggies）金装拉拉裤婴儿尿不湿超薄成长裤新生儿宝宝瞬吸干爽学步裤 XXL42片（15kg以上）,https://item.jd.com/26436001241.html,http://img11.360buyimg.com/n1/jfs/t1/106236/6/46126/95111/651532a3F5fb01c32/a50a54a72e212498.jpg,4748,300813.35,1.20,1-2元,,
2023Q3,jd,纸尿裤,100002579196,爽然,屁屁好朋友（超薄）,爽然shinrea屁屁好朋友超薄干爽纸尿裤M96片中码尿不湿婴儿尿布,https://item.jd.com/100002579196.html,http://img11.360buyimg.com/n1/jfs/t1/211868/15/34443/130640/64a54989F9788c392/7054d621359c7742.jpg,5242,300557.90,0.83,1元以下,,
2023Q3,jd,纸尿裤,10080901392058,BBC,木法沙,"bc babycare皇室木法沙【临期产品,效期6个月及以上,不支持退换货,介意慎拍】 纸尿裤-NB码39片-适合≤5kg",https://item.jd.com/10080901392058.html,http://img11.360buyimg.com/n1/jfs/t1/166272/18/37852/62659/6467a90aFf4a6e8e5/a57f73f204047299.jpg,3320,300367.71,2.64,2.5-3.5元,,
2023Q3,dy,纸尿裤,'3607153131282151440,BBC,皇室,babycare皇室狮子王国柔软弱酸NBSM新生儿尿不湿透气XXXL拉拉裤,https://haohuo.jinritemai.com/views/product/detail?id=3607153131282151440,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/OYIIdeBr_m_24a3359ae439eb85877cedf5f626f675_sx_523021_www800-800,3731,300349.60,2.45,2-2.5元,,
2023Q3,dy,拉拉裤,'3621296840311477230,MIAOLINGSHU,弱酸泡泡,（4包送可平躺溜娃车）妙灵舒弱酸泡泡纸尿裤学步裤超薄亲肤柔软,https://haohuo.jinritemai.com/views/product/detail?id=3621296840311477230,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/LGDGpyza_m_9242c35ca267354111ae9834af853b56_sx_253251_www800-800,4303,300348.97,未定义,未定义,,
2023Q3,jd,拉拉裤,100020438491,Huggies/好奇,小森林,好奇（Huggies）小森林试用装尿不湿心钻装拉拉裤加大号XL4片(12-17kg)透气极薄,https://item.jd.com/100020438491.html,http://img11.360buyimg.com/n1/jfs/t1/136629/31/39023/70702/6512b2fdF505548f0/ffa5da5f10122b83.jpg,41034,300291.69,2.70,2.5-3.5元,,
2023Q3,jd,纸尿裤,100019424308,BBC,木法沙,babycare木法沙M4片,https://item.jd.com/100019424308.html,http://img11.360buyimg.com/n1/jfs/t1/183011/20/35315/97458/64b6a765F89eaec21/1e039df7555fe630.jpg,73640,300129.75,2.64,2.5-3.5元,,
2023Q3,dy,拉拉裤,'3583413367093763055,佳婴,乐动,【达人专享拍1发2包送赠品】佳婴乐动拉拉裤新生婴儿透气宝宝尿不湿,https://haohuo.jinritemai.com/views/product/detail?id=3583413367093763055,https://p6-aio.ecombdimg.com/obj/ecom-shop-material/voloYCXQ_m_36e6a7d888af6cae0367d179b4dc75c5_sx_276974_www800-800,1900,299855.22,1元以下,1元以下,,
