平台,品牌,贸易形式,人群,药保属性,剂型,分类,月,sales_value,sales_volume
天猫,Swisse,海外,老年人,保健品,片剂,钙+其它,2023-12-01,278.0,2
天猫,Swisse,海外,老年人,保健品,片剂,钙+维生素,2023-12-01,100.0,2
天猫,Swisse,海外,老年人,保健品,片剂,钙+维生素+矿物质,2023-12-01,1050.0,30
天猫,Swisse,海外,老年人,保健品,粉剂,单纯钙制剂,2023-12-01,244.0,2
天猫,Swisse,海外,老年人,健康食品,片剂,单纯钙制剂,2023-12-01,42524.3,392
天猫,Swisse,海外,老年人,健康食品,片剂,钙+其它,2023-12-01,9438.8,62
天猫,Swisse,海外,老年人,健康食品,片剂,钙+矿物质,2023-12-01,10842.0,78
天猫,Swisse,海外,老年人,健康食品,片剂,钙+维生素,2023-12-01,201906.26,771
天猫,Swisse,海外,老年人,健康食品,片剂,钙+维生素+矿物质,2023-12-01,204573.4,1293
天猫,Swisse,海外,老年人,健康食品,粉剂,单纯钙制剂,2023-12-01,7694.04,70
天猫,Swisse,海外,老年人,健康食品,粉剂,钙+维生素,2023-12-01,5152.48,39
天猫,Swisse,海外,老年人,健康食品,胶囊,单纯钙制剂,2023-12-01,7045.0,72
天猫,Swisse,海外,老年人,健康食品,胶囊,钙+维生素,2023-12-01,9230.0,306
天猫,Swisse,海外,通用,OTC,片剂,单纯钙制剂,2023-12-01,7698.73,57
天猫,Swisse,海外,通用,保健品,片剂,单纯钙制剂,2023-12-01,16917.19,148
天猫,Swisse,海外,通用,保健品,片剂,钙+其它,2023-12-01,3292.0,28
天猫,Swisse,海外,通用,保健品,片剂,钙+矿物质,2023-12-01,97.8,1
天猫,Swisse,海外,通用,保健品,片剂,钙+维生素,2023-12-01,20117.38,158
天猫,Swisse,海外,通用,保健品,粉剂,单纯钙制剂,2023-12-01,1308.0,12
天猫,Swisse,海外,通用,保健品,胶囊,单纯钙制剂,2023-12-01,158.0,2
天猫,Swisse,海外,通用,保健品,胶囊,钙+矿物质,2023-12-01,7003.0,66
天猫,Swisse,海外,通用,保健品,胶囊,钙+维生素+矿物质,2023-12-01,3058.0,22
天猫,Swisse,海外,通用,健康食品,液体,钙+矿物质,2023-12-01,1776.0,12
天猫,Swisse,海外,通用,健康食品,片剂,单纯钙制剂,2023-12-01,89998.04,745
天猫,Swisse,海外,通用,健康食品,片剂,钙+其它,2023-12-01,274186.72000000003,1573
天猫,Swisse,海外,通用,健康食品,片剂,钙+矿物质,2023-12-01,19352.68,116
天猫,Swisse,海外,通用,健康食品,片剂,钙+维生素,2023-12-01,14493150.28,104864
天猫,Swisse,海外,通用,健康食品,片剂,钙+维生素+矿物质,2023-12-01,5177938.73,23576
天猫,Swisse,海外,通用,健康食品,粉剂,单纯钙制剂,2023-12-01,10176.95,77
天猫,Swisse,海外,通用,健康食品,粉剂,钙+矿物质,2023-12-01,475.2,4
天猫,Swisse,海外,通用,健康食品,粉剂,钙+维生素,2023-12-01,15765.48,147
天猫,Swisse,海外,通用,健康食品,粉剂,钙+维生素+矿物质,2023-12-01,1553.25,14
天猫,Swisse,海外,通用,健康食品,胶囊,单纯钙制剂,2023-12-01,3125.01,32
天猫,Swisse,海外,通用,健康食品,胶囊,钙+其它,2023-12-01,693.79,8
天猫,Swisse,海外,通用,健康食品,胶囊,钙+维生素,2023-12-01,16098.699999999999,166
天猫,bio island,海外,儿童,健康食品,液体,单纯钙制剂,2023-12-01,7555.0,21
天猫,bio island,海外,儿童,健康食品,液体,钙+其它,2023-12-01,20590.0,110
天猫,bio island,海外,儿童,健康食品,液体,钙+矿物质,2023-12-01,3430.47,38
天猫,bio island,海外,儿童,健康食品,液体,钙+维生素,2023-12-01,343075.78,1871
天猫,bio island,海外,儿童,健康食品,片剂,钙+其它,2023-12-01,116188.0,434
天猫,bio island,海外,儿童,健康食品,片剂,钙+维生素,2023-12-01,21406.0,77
天猫,bio island,海外,儿童,健康食品,片剂,钙+维生素+矿物质,2023-12-01,9632.0,28
天猫,bio island,海外,儿童,健康食品,胶囊,单纯钙制剂,2023-12-01,24450.2,167
天猫,bio island,海外,儿童,健康食品,胶囊,钙+其它,2023-12-01,64933.0,310
天猫,bio island,海外,儿童,健康食品,胶囊,钙+矿物质,2023-12-01,4992.0,32
天猫,bio island,海外,儿童,健康食品,胶囊,钙+维生素,2023-12-01,7009.88,69
天猫,bio island,海外,婴幼儿,健康食品,液体,单纯钙制剂,2023-12-01,909.64,8
天猫,bio island,海外,婴幼儿,健康食品,液体,钙+其它,2023-12-01,6526.6,29
天猫,bio island,海外,婴幼儿,健康食品,液体,钙+矿物质,2023-12-01,40240.0,148
天猫,bio island,海外,婴幼儿,健康食品,液体,钙+维生素,2023-12-01,13785.45,153
天猫,bio island,海外,婴幼儿,健康食品,片剂,钙+矿物质,2023-12-01,17170.0,29
天猫,bio island,海外,婴幼儿,健康食品,片剂,钙+维生素,2023-12-01,2982.87,11
天猫,bio island,海外,婴幼儿,健康食品,胶囊,单纯钙制剂,2023-12-01,4711.75,24
天猫,bio island,海外,婴幼儿,健康食品,胶囊,钙+维生素,2023-12-01,5152917.029999999,32919
天猫,bio island,海外,通用,健康食品,液体,单纯钙制剂,2023-12-01,16721.0,105
天猫,bio island,海外,通用,健康食品,片剂,单纯钙制剂,2023-12-01,20940.0,60
天猫,bio island,海外,通用,健康食品,片剂,钙+其它,2023-12-01,1605.0,5
天猫,bio island,海外,通用,健康食品,片剂,钙+维生素,2023-12-01,239.2,1
天猫,bio island,海外,通用,健康食品,胶囊,单纯钙制剂,2023-12-01,2399.2,15
天猫,bio island,海外,通用,健康食品,胶囊,钙+维生素,2023-12-01,4661647.05,28454
天猫,childlife,海外,儿童,健康食品,液体,钙+矿物质,2023-12-01,3001.0,29
天猫,childlife,海外,儿童,健康食品,液体,钙+维生素+矿物质,2023-12-01,2927.0,35
天猫,childlife,海外,儿童,健康食品,片剂,钙+矿物质,2023-12-01,4272.0,29
天猫,childlife,海外,儿童,健康食品,片剂,钙+维生素+矿物质,2023-12-01,4796.0,20
天猫,childlife,海外,儿童,健康食品,胶囊,钙+矿物质,2023-12-01,1540.0,14
天猫,childlife,海外,婴幼儿,健康食品,液体,钙+矿物质,2023-12-01,46811.16,312
天猫,childlife,海外,婴幼儿,健康食品,液体,钙+维生素+矿物质,2023-12-01,2805373.4000000004,17280
天猫,childlife,海外,婴幼儿,健康食品,片剂,钙+矿物质,2023-12-01,1157.0,8
天猫,childlife,海外,婴幼儿,健康食品,片剂,钙+维生素+矿物质,2023-12-01,7094.0,26
天猫,childlife,海外,通用,健康食品,液体,钙+矿物质,2023-12-01,4360.5,39
天猫,childlife,海外,通用,健康食品,液体,钙+维生素+矿物质,2023-12-01,492.0,2
天猫,childlife,海外,通用,健康食品,片剂,钙+维生素+矿物质,2023-12-01,998.0,20
天猫,witsBB/健敏思,国内,儿童,健康食品,液体,钙+维生素,2023-12-01,957.46,2
天猫,witsBB/健敏思,国内,儿童,健康食品,片剂,钙+维生素+矿物质,2023-12-01,1106.3,37
天猫,witsBB/健敏思,国内,婴幼儿,健康食品,液体,钙+维生素,2023-12-01,96178.98,832
天猫,witsBB/健敏思,国内,婴幼儿,健康食品,片剂,钙+维生素+矿物质,2023-12-01,82637.6,258
天猫,witsBB/健敏思,国内,婴幼儿,健康食品,粉剂,钙+矿物质,2023-12-01,231922.17,1490
天猫,witsBB/健敏思,国内,通用,保健品,胶囊,钙+维生素,2023-12-01,314085.12,1190
天猫,witsBB/健敏思,国内,通用,健康食品,液体,钙+维生素,2023-12-01,5544.0,28
天猫,witsBB/健敏思,国内,通用,健康食品,胶囊,钙+维生素,2023-12-01,1029703.58,9521
天猫,witsBB/健敏思,海外,儿童,健康食品,液体,钙+维生素+矿物质,2023-12-01,295318.49,1578
天猫,witsBB/健敏思,海外,婴幼儿,健康食品,液体,钙+矿物质,2023-12-01,5610.0,30
天猫,witsBB/健敏思,海外,婴幼儿,健康食品,液体,钙+维生素,2023-12-01,51974.53,273
天猫,witsBB/健敏思,海外,婴幼儿,健康食品,片剂,钙+矿物质,2023-12-01,960.0,6
天猫,witsBB/健敏思,海外,婴幼儿,健康食品,片剂,钙+维生素+矿物质,2023-12-01,320.0,2
天猫,witsBB/健敏思,海外,婴幼儿,健康食品,胶囊,钙+维生素,2023-12-01,2733534.94,25758
天猫,witsBB/健敏思,海外,通用,健康食品,胶囊,钙+维生素,2023-12-01,395818.0,3750
天猫,三精,国内,儿童,OTC,液体,钙+矿物质,2023-12-01,71.4,3
天猫,三精,国内,儿童,健康食品,液体,钙+矿物质,2023-12-01,38856.0,90
天猫,三精,国内,通用,OTC,液体,单纯钙制剂,2023-12-01,2726454.4699999997,24972
天猫,三精,国内,通用,OTC,液体,钙+矿物质,2023-12-01,1093423.7,6794
天猫,三精,国内,通用,OTC,液体,钙+维生素,2023-12-01,6110.0,110
天猫,三精,国内,通用,OTC,液体,钙+维生素+矿物质,2023-12-01,1892.4,29
天猫,三精,国内,通用,OTC,粉剂,单纯钙制剂,2023-12-01,196.0,1
天猫,三精,国内,通用,OTC,粉剂,钙+矿物质,2023-12-01,1035.0,3
天猫,三精,国内,通用,保健品,液体,单纯钙制剂,2023-12-01,434643.52,2263
天猫,三精,国内,通用,健康食品,液体,单纯钙制剂,2023-12-01,10839.8,92
天猫,三精,国内,通用,健康食品,液体,钙+矿物质,2023-12-01,17609.68,84
天猫,仁和,国内,儿童,OTC,片剂,单纯钙制剂,2023-12-01,8707.4,66
天猫,仁和,国内,儿童,OTC,片剂,钙+矿物质,2023-12-01,1480.6,17
天猫,仁和,国内,儿童,OTC,片剂,钙+维生素+矿物质,2023-12-01,168.0,1
天猫,仁和,国内,儿童,保健品,液体,钙+矿物质,2023-12-01,957.6,6
天猫,仁和,国内,儿童,保健品,片剂,钙+其它,2023-12-01,4737.1,36
天猫,仁和,国内,儿童,保健品,片剂,钙+矿物质,2023-12-01,59.0,1
天猫,仁和,国内,儿童,保健品,片剂,钙+维生素+矿物质,2023-12-01,158411.0,903
天猫,仁和,国内,儿童,保健品,胶囊,钙+矿物质,2023-12-01,1341.0,8
天猫,仁和,国内,儿童,健康食品,液体,钙+矿物质,2023-12-01,77230.8,1372
天猫,仁和,国内,儿童,健康食品,液体,钙+维生素+矿物质,2023-12-01,3730.0,75
天猫,仁和,国内,儿童,健康食品,片剂,单纯钙制剂,2023-12-01,29835.19,674
天猫,仁和,国内,儿童,健康食品,片剂,钙+其它,2023-12-01,2436.0,15
天猫,仁和,国内,儿童,健康食品,片剂,钙+矿物质,2023-12-01,100488.31,1277
天猫,仁和,国内,儿童,健康食品,片剂,钙+维生素,2023-12-01,1936.7,47
天猫,仁和,国内,儿童,健康食品,片剂,钙+维生素+矿物质,2023-12-01,20022.7,180
天猫,仁和,国内,儿童,健康食品,胶囊,单纯钙制剂,2023-12-01,4438.9,94
天猫,仁和,国内,儿童,健康食品,胶囊,钙+矿物质,2023-12-01,269.1,9
天猫,仁和,国内,儿童,健康食品,胶囊,钙+维生素,2023-12-01,9844.0,78
天猫,仁和,国内,孕妇,保健品,液体,钙+矿物质,2023-12-01,134.1,9
天猫,仁和,国内,孕妇,健康食品,液体,钙+矿物质,2023-12-01,434.7,6
天猫,仁和,国内,孕妇,健康食品,液体,钙+维生素,2023-12-01,1715.0,26
天猫,仁和,国内,孕妇,健康食品,片剂,钙+维生素,2023-12-01,917.7,23
天猫,仁和,国内,孕妇,健康食品,胶囊,单纯钙制剂,2023-12-01,2535.0,65
天猫,仁和,国内,孕妇,健康食品,胶囊,钙+维生素,2023-12-01,228.0,6
天猫,仁和,国内,老年人,保健品,片剂,钙+其它,2023-12-01,356.0,2
天猫,仁和,国内,老年人,保健品,胶囊,钙+其它,2023-12-01,4126.5,74
天猫,仁和,国内,老年人,保健品,胶囊,钙+维生素,2023-12-01,711.7,17
天猫,仁和,国内,老年人,保健品,胶囊,钙+维生素+矿物质,2023-12-01,18234.5,156
天猫,仁和,国内,老年人,健康食品,片剂,单纯钙制剂,2023-12-01,941.78,16
天猫,仁和,国内,老年人,健康食品,片剂,钙+其它,2023-12-01,8424.5,255
天猫,仁和,国内,老年人,健康食品,片剂,钙+维生素+矿物质,2023-12-01,741.96,22
天猫,仁和,国内,老年人,健康食品,胶囊,单纯钙制剂,2023-12-01,7403.5,226
天猫,仁和,国内,老年人,健康食品,胶囊,钙+其它,2023-12-01,59423.84,1394
天猫,仁和,国内,老年人,健康食品,胶囊,钙+维生素,2023-12-01,3584.26,106
天猫,仁和,国内,通用,OTC,片剂,单纯钙制剂,2023-12-01,46862.0,485
天猫,仁和,国内,通用,OTC,片剂,钙+矿物质,2023-12-01,2784.0,15
天猫,仁和,国内,通用,OTC,片剂,钙+维生素,2023-12-01,859.14,10
天猫,仁和,国内,通用,OTC,片剂,钙+维生素+矿物质,2023-12-01,220.0,10
天猫,仁和,国内,通用,保健品,片剂,钙+其它,2023-12-01,14407.86,729
天猫,仁和,国内,通用,保健品,片剂,钙+维生素,2023-12-01,323.19,9
天猫,仁和,国内,通用,保健品,片剂,钙+维生素+矿物质,2023-12-01,27763.9,207
天猫,仁和,国内,通用,保健品,胶囊,单纯钙制剂,2023-12-01,1682.7,22
天猫,仁和,国内,通用,保健品,胶囊,钙+维生素,2023-12-01,75951.90000000001,2349
天猫,仁和,国内,通用,健康食品,液体,钙+矿物质,2023-12-01,38091.6,260
天猫,仁和,国内,通用,健康食品,液体,钙+维生素,2023-12-01,89225.6,2814
天猫,仁和,国内,通用,健康食品,片剂,单纯钙制剂,2023-12-01,157840.17,1516
天猫,仁和,国内,通用,健康食品,片剂,钙+其它,2023-12-01,608100.4,6222
天猫,仁和,国内,通用,健康食品,片剂,钙+矿物质,2023-12-01,2843.2,19
天猫,仁和,国内,通用,健康食品,片剂,钙+维生素,2023-12-01,266928.55000000005,6438
天猫,仁和,国内,通用,健康食品,片剂,钙+维生素+矿物质,2023-12-01,200121.6,6049
天猫,仁和,国内,通用,健康食品,胶囊,单纯钙制剂,2023-12-01,1810.5,25
天猫,仁和,国内,通用,健康食品,胶囊,钙+矿物质,2023-12-01,3457.0,81
天猫,仁和,国内,通用,健康食品,胶囊,钙+维生素,2023-12-01,147605.7,3564
天猫,内廷上用,国内,儿童,保健品,液体,钙+矿物质,2023-12-01,54453.7,1943
天猫,内廷上用,国内,儿童,保健品,粉剂,钙+其它,2023-12-01,3248.0,7
天猫,内廷上用,国内,儿童,健康食品,液体,钙+矿物质,2023-12-01,31750.28,391
天猫,内廷上用,国内,儿童,健康食品,液体,钙+维生素+矿物质,2023-12-01,149.6,3
天猫,内廷上用,国内,儿童,健康食品,片剂,单纯钙制剂,2023-12-01,1625.18,25
天猫,内廷上用,国内,儿童,健康食品,片剂,钙+其它,2023-12-01,537.6,10
天猫,内廷上用,国内,儿童,健康食品,片剂,钙+矿物质,2023-12-01,1916.3,38
天猫,内廷上用,国内,儿童,健康食品,片剂,钙+维生素,2023-12-01,2513.7,40
天猫,内廷上用,国内,儿童,健康食品,片剂,钙+维生素+矿物质,2023-12-01,5586.0,98
天猫,内廷上用,国内,儿童,健康食品,粉剂,单纯钙制剂,2023-12-01,199.8,2
天猫,内廷上用,国内,儿童,健康食品,粉剂,钙+矿物质,2023-12-01,758.0,6
天猫,内廷上用,国内,儿童,健康食品,胶囊,单纯钙制剂,2023-12-01,10332.0,124
天猫,内廷上用,国内,儿童,健康食品,胶囊,钙+维生素,2023-12-01,8418.9,211
天猫,内廷上用,国内,孕妇,健康食品,液体,钙+维生素+矿物质,2023-12-01,227.6,4
天猫,内廷上用,国内,老年人,OTC,片剂,钙+其它,2023-12-01,2844.0,61
天猫,内廷上用,国内,老年人,保健品,片剂,钙+其它,2023-12-01,1034951.19,14657
天猫,内廷上用,国内,老年人,保健品,片剂,钙+维生素+矿物质,2023-12-01,7068.0,62
天猫,内廷上用,国内,老年人,保健品,胶囊,钙+其它,2023-12-01,563.0,6
天猫,内廷上用,国内,老年人,健康食品,液体,钙+维生素+矿物质,2023-12-01,119.6,4
天猫,内廷上用,国内,老年人,健康食品,片剂,单纯钙制剂,2023-12-01,628.7,8
天猫,内廷上用,国内,老年人,健康食品,片剂,钙+其它,2023-12-01,42091.299999999996,563
天猫,内廷上用,国内,老年人,健康食品,片剂,钙+维生素,2023-12-01,7369.83,149
天猫,内廷上用,国内,老年人,健康食品,粉剂,单纯钙制剂,2023-12-01,277.6,2
天猫,内廷上用,国内,通用,OTC,片剂,钙+其它,2023-12-01,2892.9,31
天猫,内廷上用,国内,通用,保健品,片剂,钙+其它,2023-12-01,13242.509999999998,175
天猫,内廷上用,国内,通用,保健品,片剂,钙+矿物质,2023-12-01,1130.0,10
天猫,内廷上用,国内,通用,保健品,胶囊,钙+其它,2023-12-01,6687.0,58
天猫,内廷上用,国内,通用,保健品,胶囊,钙+维生素,2023-12-01,142431.0,2987
天猫,内廷上用,国内,通用,健康食品,液体,钙+维生素,2023-12-01,112132.76,4612
天猫,内廷上用,国内,通用,健康食品,液体,钙+维生素+矿物质,2023-12-01,377.2,7
天猫,内廷上用,国内,通用,健康食品,片剂,单纯钙制剂,2023-12-01,2206.0,14
天猫,内廷上用,国内,通用,健康食品,片剂,钙+其它,2023-12-01,592370.9299999999,16657
天猫,内廷上用,国内,通用,健康食品,片剂,钙+矿物质,2023-12-01,4476.36,75
天猫,内廷上用,国内,通用,健康食品,片剂,钙+维生素,2023-12-01,25278.1,834
天猫,内廷上用,国内,通用,健康食品,片剂,钙+维生素+矿物质,2023-12-01,8585.119999999999,337
天猫,内廷上用,国内,通用,健康食品,粉剂,单纯钙制剂,2023-12-01,138.8,1
天猫,内廷上用,国内,通用,健康食品,胶囊,单纯钙制剂,2023-12-01,98.0,1
天猫,内廷上用,国内,通用,健康食品,胶囊,钙+维生素,2023-12-01,382431.73000000004,7050
天猫,哈药,国内,儿童,保健品,液体,钙+矿物质,2023-12-01,10943339.09,53509
天猫,哈药,国内,儿童,保健品,片剂,钙+维生素,2023-12-01,438.56,16
天猫,哈药,国内,儿童,保健品,片剂,钙+维生素+矿物质,2023-12-01,4460.0,91
天猫,哈药,国内,儿童,健康食品,液体,单纯钙制剂,2023-12-01,6006.0,154
天猫,哈药,国内,儿童,健康食品,液体,钙+矿物质,2023-12-01,395524.49999999994,3301
天猫,哈药,国内,儿童,健康食品,液体,钙+维生素+矿物质,2023-12-01,20159.48,107
天猫,哈药,国内,儿童,健康食品,片剂,钙+矿物质,2023-12-01,15182.740000000002,195
天猫,哈药,国内,儿童,健康食品,片剂,钙+维生素,2023-12-01,16522.4,329
天猫,哈药,国内,儿童,健康食品,片剂,钙+维生素+矿物质,2023-12-01,930.0,9
天猫,哈药,国内,儿童,健康食品,粉剂,钙+矿物质,2023-12-01,1657.0,7
天猫,哈药,国内,儿童,健康食品,胶囊,钙+维生素+矿物质,2023-12-01,4315.0,10
天猫,哈药,国内,婴幼儿,健康食品,液体,钙+矿物质,2023-12-01,4809.0,24
天猫,哈药,国内,孕妇,健康食品,液体,单纯钙制剂,2023-12-01,19191.0,399
天猫,哈药,国内,孕妇,健康食品,液体,钙+矿物质,2023-12-01,13546.0,322
天猫,哈药,国内,孕妇,健康食品,液体,钙+维生素,2023-12-01,60.0,3
天猫,哈药,国内,孕妇,健康食品,液体,钙+维生素+矿物质,2023-12-01,1822.0,10
天猫,哈药,国内,孕妇,健康食品,片剂,钙+维生素,2023-12-01,204.0,3
天猫,哈药,国内,孕妇,健康食品,胶囊,钙+维生素,2023-12-01,6376.67,56
天猫,哈药,国内,老年人,保健品,液体,钙+维生素,2023-12-01,1040.0,52
天猫,哈药,国内,老年人,保健品,片剂,钙+其它,2023-12-01,182.9,6
天猫,哈药,国内,老年人,保健品,片剂,钙+维生素,2023-12-01,49034.1,923
天猫,哈药,国内,老年人,保健品,片剂,钙+维生素+矿物质,2023-12-01,535.0,6
天猫,哈药,国内,老年人,保健品,胶囊,钙+维生素,2023-12-01,5111.0,269
天猫,哈药,国内,老年人,健康食品,液体,钙+维生素,2023-12-01,59.0,1
天猫,哈药,国内,老年人,健康食品,片剂,钙+其它,2023-12-01,599.0,5
天猫,哈药,国内,老年人,健康食品,片剂,钙+维生素,2023-12-01,2330.6,33
天猫,哈药,国内,老年人,健康食品,粉剂,钙+维生素,2023-12-01,4127.9,22
天猫,哈药,国内,通用,OTC,粉剂,钙+其它,2023-12-01,12529.92,132
天猫,哈药,国内,通用,保健品,液体,钙+矿物质,2023-12-01,2826.8,93
天猫,哈药,国内,通用,保健品,片剂,钙+维生素,2023-12-01,1428.0,21
天猫,哈药,国内,通用,保健品,片剂,钙+维生素+矿物质,2023-12-01,2201.82,32
天猫,哈药,国内,通用,健康食品,液体,钙+矿物质,2023-12-01,5901.92,25
天猫,哈药,国内,通用,健康食品,液体,钙+维生素,2023-12-01,13983.0,111
天猫,哈药,国内,通用,健康食品,液体,钙+维生素+矿物质,2023-12-01,8671.0,29
天猫,哈药,国内,通用,健康食品,片剂,单纯钙制剂,2023-12-01,339.0,10
天猫,哈药,国内,通用,健康食品,片剂,钙+其它,2023-12-01,1818.86,28
天猫,哈药,国内,通用,健康食品,片剂,钙+维生素,2023-12-01,6797.36,79
天猫,哈药,国内,通用,健康食品,片剂,钙+维生素+矿物质,2023-12-01,7610.35,66
天猫,哈药,国内,通用,健康食品,粉剂,钙+维生素+矿物质,2023-12-01,318.0,4
天猫,哈药,国内,通用,健康食品,胶囊,钙+维生素,2023-12-01,34850.73,1398
天猫,扶娃,国内,儿童,OTC,液体,钙+矿物质,2023-12-01,2272003.6100000003,26490
天猫,扶娃,国内,儿童,OTC,液体,钙+维生素+矿物质,2023-12-01,756.0,18
天猫,扶娃,国内,儿童,OTC,粉剂,钙+维生素,2023-12-01,532.0,13
天猫,扶娃,国内,通用,OTC,液体,钙+矿物质,2023-12-01,473611.06000000006,6125
天猫,扶娃,国内,通用,OTC,液体,钙+维生素+矿物质,2023-12-01,23483.29,257
天猫,扶娃,国内,通用,OTC,粉剂,钙+矿物质,2023-12-01,307.0,6
天猫,扶娃,国内,通用,OTC,胶囊,钙+维生素+矿物质,2023-12-01,1944.0,18
天猫,敬修堂,国内,儿童,健康食品,片剂,单纯钙制剂,2023-12-01,99.8,2
天猫,敬修堂,国内,儿童,健康食品,片剂,钙+维生素+矿物质,2023-12-01,212.4,6
天猫,敬修堂,国内,老年人,保健品,片剂,钙+其它,2023-12-01,51.28,2
天猫,敬修堂,国内,老年人,健康食品,液体,钙+维生素,2023-12-01,59658.3,1177
天猫,敬修堂,国内,老年人,健康食品,片剂,单纯钙制剂,2023-12-01,23887.4,530
天猫,敬修堂,国内,老年人,健康食品,片剂,钙+其它,2023-12-01,1086.8,22
天猫,敬修堂,国内,老年人,健康食品,片剂,钙+维生素,2023-12-01,33719.0,704
天猫,敬修堂,国内,老年人,健康食品,粉剂,单纯钙制剂,2023-12-01,1345.0,39
天猫,敬修堂,国内,老年人,健康食品,粉剂,钙+维生素,2023-12-01,739.8,16
天猫,敬修堂,国内,通用,保健品,片剂,钙+维生素+矿物质,2023-12-01,1986.4,38
天猫,敬修堂,国内,通用,健康食品,片剂,单纯钙制剂,2023-12-01,462.7,11
天猫,敬修堂,国内,通用,健康食品,片剂,钙+其它,2023-12-01,72296.1,1540
天猫,敬修堂,国内,通用,健康食品,片剂,钙+维生素,2023-12-01,190341.3,4200
天猫,敬修堂,国内,通用,健康食品,胶囊,钙+其它,2023-12-01,176159.8,2032
天猫,朗迪,国内,儿童,保健品,片剂,钙+维生素+矿物质,2023-12-01,17268.64,336
天猫,朗迪,国内,儿童,健康食品,液体,钙+矿物质,2023-12-01,8822.12,154
天猫,朗迪,国内,儿童,健康食品,液体,钙+维生素,2023-12-01,41491.0,299
天猫,朗迪,国内,儿童,健康食品,液体,钙+维生素+矿物质,2023-12-01,606.9,3
天猫,朗迪,国内,儿童,健康食品,片剂,钙+维生素,2023-12-01,67127.9,1351
天猫,朗迪,国内,儿童,健康食品,片剂,钙+维生素+矿物质,2023-12-01,3830.5,124
天猫,朗迪,国内,儿童,健康食品,胶囊,钙+矿物质,2023-12-01,1982.0,18
天猫,朗迪,国内,儿童,健康食品,胶囊,钙+维生素,2023-12-01,1722.5,19
天猫,朗迪,国内,儿童,健康食品,胶囊,钙+维生素+矿物质,2023-12-01,2087.0,13
天猫,朗迪,国内,婴幼儿,健康食品,胶囊,钙+矿物质,2023-12-01,239.0,1
天猫,朗迪,国内,孕妇,健康食品,液体,钙+维生素,2023-12-01,389.0,4
天猫,朗迪,国内,孕妇,健康食品,片剂,钙+维生素,2023-12-01,524.0,6
天猫,朗迪,国内,孕妇,健康食品,片剂,钙+维生素+矿物质,2023-12-01,276.0,4
天猫,朗迪,国内,孕妇,健康食品,胶囊,单纯钙制剂,2023-12-01,49.7,3
天猫,朗迪,国内,孕妇,健康食品,胶囊,钙+维生素,2023-12-01,42.0,2
天猫,朗迪,国内,老年人,保健品,片剂,钙+其它,2023-12-01,33644.04,327
天猫,朗迪,国内,老年人,保健品,片剂,钙+维生素,2023-12-01,24943.1,409
天猫,朗迪,国内,老年人,保健品,片剂,钙+维生素+矿物质,2023-12-01,7916.0,124
天猫,朗迪,国内,老年人,健康食品,片剂,单纯钙制剂,2023-12-01,2829.0,16
天猫,朗迪,国内,老年人,健康食品,片剂,钙+其它,2023-12-01,656.0,4
天猫,朗迪,国内,老年人,健康食品,片剂,钙+维生素,2023-12-01,111.65,2
天猫,朗迪,国内,老年人,健康食品,胶囊,钙+维生素,2023-12-01,14449.0,106
天猫,朗迪,国内,通用,保健品,液体,钙+矿物质,2023-12-01,24476.18,260
天猫,朗迪,国内,通用,保健品,片剂,钙+维生素,2023-12-01,1775508.66,27258
天猫,朗迪,国内,通用,保健品,片剂,钙+维生素+矿物质,2023-12-01,4504.1,83
天猫,朗迪,国内,通用,保健品,胶囊,单纯钙制剂,2023-12-01,146597.40000000002,2461
天猫,朗迪,国内,通用,保健品,胶囊,钙+矿物质,2023-12-01,436358.64,2393
天猫,朗迪,国内,通用,保健品,胶囊,钙+维生素,2023-12-01,148416.6,1278
天猫,朗迪,国内,通用,健康食品,液体,单纯钙制剂,2023-12-01,5557.3,110
天猫,朗迪,国内,通用,健康食品,液体,钙+矿物质,2023-12-01,2520.0,24
天猫,朗迪,国内,通用,健康食品,液体,钙+维生素,2023-12-01,801.0,8
天猫,朗迪,国内,通用,健康食品,片剂,单纯钙制剂,2023-12-01,813.0,16
天猫,朗迪,国内,通用,健康食品,片剂,钙+其它,2023-12-01,854.0,23
天猫,朗迪,国内,通用,健康食品,片剂,钙+维生素,2023-12-01,10335.04,157
天猫,朗迪,国内,通用,健康食品,片剂,钙+维生素+矿物质,2023-12-01,2592.0,27
天猫,朗迪,国内,通用,健康食品,粉剂,钙+维生素,2023-12-01,6379.0,78
天猫,朗迪,国内,通用,健康食品,胶囊,单纯钙制剂,2023-12-01,520.76,50
天猫,朗迪,国内,通用,健康食品,胶囊,钙+矿物质,2023-12-01,4768.0,32
天猫,朗迪,国内,通用,健康食品,胶囊,钙+维生素,2023-12-01,2911.8,28
天猫,澳诺金辛金丐特,国内,儿童,OTC,液体,钙+矿物质,2023-12-01,57742.6,675
天猫,澳诺金辛金丐特,国内,儿童,OTC,液体,钙+维生素+矿物质,2023-12-01,138324.6,1170
天猫,澳诺金辛金丐特,国内,儿童,OTC,粉剂,钙+矿物质,2023-12-01,1003.5,9
天猫,澳诺金辛金丐特,国内,孕妇,OTC,液体,钙+矿物质,2023-12-01,3852.0,36
天猫,澳诺金辛金丐特,国内,通用,OTC,液体,钙+矿物质,2023-12-01,8206434.62,67422
天猫,澳诺金辛金丐特,国内,通用,OTC,液体,钙+维生素+矿物质,2023-12-01,86872.82,782
